,premise,hypothesis,extracted_idiom,base_form,idiom_pos,identity_cql,passive_cql,adj_insertion_cql_1,adj_insertion_cql_2,adv_insertion_cql,adv_insertion_cql_adj,nominalization_cql,infinigram_index,infinigram_query,infinigram_count,infinigram_approx,infinigram_latency,infinigram_token_ids,infinigram_tokens,infinigram_error,infinigram_total_tokens,infinigram_per_billion_tokens
37,"In 1998 , a vote in Nevis on a referendum to separate from Saint ~ Kitts fell short of the two - thirds majority needed .","In 1998 , a vote in Nevis on a referendum to separate from Saint ~ Kitts failed to meet the standard of the two - thirds majority needed .",fell short,fall short,"[fall, short]","q[lemma=""fall""][lemma=""short""]",,,,"q[tag=""RB.?""][lemma=""fall""][lemma=""short""]","q[lemma=""fall""][tag=""RB.?""][lemma=""short""]","q[lemma=""fall"" & tag=""N.*""][lemma=""of""][lemma=""short""]",v4_olmo-mix-1124_llama,fall short,4429108,False,848.813533782959,"[6416,3273]","[""▁fall"",""▁short""]",,4575475702047,968.0103858968114
38,"Then , out of the blue , a letter arrived in his cell .","Then , abruptly , a letter arrived in his cell .",out of the blue,out of the blue,"[out, of, the, blue]","q[lemma=""out""][lemma=""of""][lemma=""the""][lemma=""blue""]",,,,"q[tag=""RB.?""][lemma=""out""][lemma=""of""][lemma=""the""][lemma=""blue""]","q[lemma=""out""][lemma=""of""][lemma=""the""][tag=""RB.?""][lemma=""blue""]",,v4_olmo-mix-1124_llama,out of the blue,4518146,False,785.9189510345459,"[714,310,278,7254]","[""▁out"",""▁of"",""▁the"",""▁blue""]",,4575475702047,987.4702204141634
39,They were right the eel tipped the scales at 2 lb 2 oz for best of the day !,They were right the eel made the critical difference at 2 lb 2 oz for best of the day !,tipped the scales,tip the scales,"[tip, the, scale]","q[lemma=""tip""][lemma=""the""][lemma=""scale""]","q[lemma=""the""][lemma=""scale""][lemma=""be""][lemma=""tip""]","q[lemma=""tip""][lemma=""the""][tag=""J.*""][lemma=""scale""]",,"q[tag=""RB.?""][lemma=""tip""][lemma=""the""][lemma=""scale""]",,"q[lemma=""tip"" & tag=""N.*""][lemma=""of""][lemma=""the""][lemma=""scale""]",v4_olmo-mix-1124_llama,tip the scales,556684,False,622.4634647369385,"[6872,278,23431]","[""▁tip"",""▁the"",""▁scales""]",,4575475702047,121.66691208762137
40,It is time to take stock again .,It is time to make an overall assessment again .,take stock,take stock of something,"[take, stock, of, something]","q[lemma=""take""][lemma=""stock""][lemma=""of""][tag=""PP.?|N.*|DT|RP""]{1,2}","q[lemma=""stock""][lemma=""of""][tag=""PP.?|N.*|DT|RP""]{1,2}[lemma=""be""][lemma=""take""]","q[lemma=""take""][tag=""J.*""][lemma=""stock""][lemma=""of""][tag=""PP.?|N.*|DT|RP""]{1,2}",,"q[tag=""RB.?""][lemma=""take""][lemma=""stock""][lemma=""of""][tag=""PP.?|N.*|DT|RP""]{1,2}",,"q[lemma=""take"" & tag=""N.*""][lemma=""of""][lemma=""stock""][lemma=""of""][tag=""PP.?|N.*|DT|RP""]{1,2}",v4_olmo-mix-1124_llama,take stock of something,272,False,482.9568862915039,"[2125,10961,310,1554]","[""▁take"",""▁stock"",""▁of"",""▁something""]",,4575475702047,0.059447370658817236
41,While you 've been living it up in the lap of luxury —’,While you 've been spending your time living in an enjoyable way in the lap of luxury —’,living it up,live it up,"[live, it, up]","q[lemma=""live""][lemma=""it""][lemma=""up""]","q[lemma=""it""][lemma=""be""][lemma=""live""][lemma=""up""]",,,"q[tag=""RB.?""][lemma=""live""][lemma=""it""][lemma=""up""]",,"q[lemma=""live"" & tag=""N.*""][lemma=""of""][lemma=""it""][lemma=""up""]",v4_olmo-mix-1124_llama,live it up,276780,False,701.0812759399414,"[5735,372,701]","[""▁live"",""▁it"",""▁up""]",,4575475702047,60.49207077554203
42,"Watson , who turned to crime after moving to London , slumped in the dock of Inner London Crown Court as Judge Brian Pryor handed out the sentence on Monday .","Watson , who turned to crime after moving to London , slumped in the trial of Inner London Crown Court as Judge Brian Pryor handed out the sentence on Monday .",in the dock,in the dock,"[in, the, dock]","q[lemma=""in""][lemma=""the""][lemma=""dock""]",,"q[lemma=""in""][lemma=""the""][tag=""J.*""][lemma=""dock""]",,"q[tag=""RB.?""][lemma=""in""][lemma=""the""][lemma=""dock""]",,,v4_olmo-mix-1124_llama,in the dock,860484,False,539.6904945373535,"[297,278,23630]","[""▁in"",""▁the"",""▁dock""]",,4575475702047,188.0643797572856
43,"From a practical standpoint we are suffering from some jail overcrowding problems here and certainly this was one option to take an offender who does n't really belong behind iron bars and punish them at home , and from a personal standpoint I was sort of intrigued with the novelty of it all and the technology aspects of it .","From a practical standpoint we are suffering from some jail overcrowding problems here and certainly this was one option to take an offender who does n't really belong in the prison and punish them at home , and from a personal standpoint I was sort of intrigued with the novelty of it all and the technology aspects of it .",behind iron bars,behind bars,"[behind, bar]","q[lemma=""behind""][lemma=""bar""]",,"q[lemma=""behind""][tag=""J.*""][lemma=""bar""]",,"q[tag=""RB.?""][lemma=""behind""][lemma=""bar""]",,,v4_olmo-mix-1124_llama,behind bars,5159229,False,839.8628234863281,"[5742,22306]","[""▁behind"",""▁bars""]",,4575475702047,1127.5830833702903
44,"To add insult to injury , Dykstra was beaten again twice in the dying seconds — Hateley turning in a cross from McCall and , with the goalkeeper in obvious distress , Mikhailichenko stealing in to score the fourth .","To make the situation even worse , Dykstra was beaten again twice in the dying seconds — Hateley turning in a cross from McCall and , with the goalkeeper in obvious distress , Mikhailichenko stealing in to score the fourth .",add insult to injury,add insult to injury,"[add, insult, to, injury]","q[lemma=""add""][lemma=""insult""][lemma=""to""][lemma=""injury""]","q[lemma=""insult""][lemma=""be""][lemma=""add""][lemma=""to""][lemma=""injury""]","q[lemma=""add""][tag=""J.*""][lemma=""insult""][lemma=""to""][lemma=""injury""]","q[lemma=""add""][lemma=""insult""][lemma=""to""][tag=""J.*""][lemma=""injury""]","q[tag=""RB.?""][lemma=""add""][lemma=""insult""][lemma=""to""][lemma=""injury""]",,"q[lemma=""add"" & tag=""N.*""][lemma=""of""][lemma=""insult""][lemma=""to""][lemma=""injury""]",v4_olmo-mix-1124_llama,add insult to injury,1330255,False,825.667142868042,"[788,1663,499,304,24092]","[""▁add"",""▁ins"",""ult"",""▁to"",""▁injury""]",,4575475702047,290.7358899108269
45,"I do rather use the one , like me I 'd like two , cos I 've got one full of bits and pieces and the odds , odds and ends I keep","I do rather use the one , like me I 'd like two , cos I 've got one full of bits and pieces and the odds , fragments and remnants I keep",odds and ends,odds and ends,"[odd, and, end]","q[lemma=""odd""][lemma=""and""][lemma=""end""]",,,,"q[tag=""RB.?""][lemma=""odd""][lemma=""and""][lemma=""end""]",,,v4_olmo-mix-1124_llama,odds and ends,1116217,False,674.1371154785156,"[7736,29879,322,10614]","[""▁odd"",""s"",""▁and"",""▁ends""]",,4575475702047,243.9564916715919
46,"The project has run to schedule throughout and we have maintained volumes , thanks to the co - operation of everyone in the mill who have accepted enormous changes in working practices and got to grips with the new system quickly and competently — its ultimate success will be a tribute to them all .","The project has run to schedule throughout and we have maintained volumes , thanks to the co - operation of everyone in the mill who have accepted enormous changes in working practices and begun to use the new system quickly and competently — its ultimate success will be a tribute to them all .",got to grips,get to grips,"[get, to, grip]","q[lemma=""get""][lemma=""to""][lemma=""grip""]",,,,"q[tag=""RB.?""][lemma=""get""][lemma=""to""][lemma=""grip""]",,"q[lemma=""get"" & tag=""N.*""][lemma=""of""][lemma=""to""][lemma=""grip""]",v4_olmo-mix-1124_llama,get to grips,841540,False,787.8937721252441,"[679,304,330,374,567]","[""▁get"",""▁to"",""▁g"",""ri"",""ps""]",,4575475702047,183.92404523610682
47,"But alone with Buster, the tension grew worse, and things came to a head the night before the trial","But alone with Buster, the tension grew worse, and things reached a peak the night before the trial",came to a head,come to a head,"[come, to, a, head]","q[lemma=""come""][lemma=""to""][lemma=""a""][lemma=""head""]",,"q[lemma=""come""][lemma=""to""][lemma=""a""][tag=""J.*""][lemma=""head""]",,"q[tag=""RB.?""][lemma=""come""][lemma=""to""][lemma=""a""][lemma=""head""]",,"q[lemma=""come"" & tag=""N.*""][lemma=""to""][lemma=""of""][lemma=""a""][lemma=""head""]",v4_olmo-mix-1124_llama,come to a head,566997,False,741.6121959686279,"[2041,304,263,2343]","[""▁come"",""▁to"",""▁a"",""▁head""]",,4575475702047,123.92088537293158
48,"There 's definitely that needed and , and by and large they seem to fall by slightly on that and in things like breathing apparatus , the wearing of that , and","There 's definitely that needed and , and everything considered they seem to fall by slightly on that and in things like breathing apparatus , the wearing of that , and",by and large,by and large,"[by, and, large]","q[lemma=""by""][lemma=""and""][lemma=""large""]",,,,"q[tag=""RB.?""][lemma=""by""][lemma=""and""][lemma=""large""]","q[lemma=""by""][lemma=""and""][tag=""RB.?""][lemma=""large""]",,v4_olmo-mix-1124_llama,by and large,5977043,False,775.8922576904297,"[491,322,2919]","[""▁by"",""▁and"",""▁large""]",,4575475702047,1306.321656855474
49,"What all such schemes amount to is piling one lot of bonds on top of another in an attempt to square the circle of Greece ’s inability to pay , and to minimize the losses faced by its creditors – mostly European banks .","What all such schemes amount to is piling one lot of bonds on top of another in an attempt to deal with the impossbile task of Greece ’s inability to pay , and to minimize the losses faced by its creditors – mostly European banks .",square the circle,square the circle,"[square, the, circle]","q[lemma=""square""][lemma=""the""][lemma=""circle""]","q[lemma=""the""][lemma=""circle""][lemma=""be""][lemma=""square""]","q[lemma=""square""][lemma=""the""][tag=""J.*""][lemma=""circle""]",,"q[tag=""RB.?""][lemma=""square""][lemma=""the""][lemma=""circle""]",,"q[lemma=""square"" & tag=""N.*""][lemma=""of""][lemma=""the""][lemma=""circle""]",v4_olmo-mix-1124_llama,square the circle,148739,False,603.1475067138672,"[6862,278,8607]","[""▁square"",""▁the"",""▁circle""]",,4575475702047,32.50787670743315
50,"When you had finished there , there was somebody on duty to give you a slip .","When you had finished there , there was somebody on duty to help you escape from the people who are following you .",give you a slip,give someone a slip,"[give, someone, a, slip]","q[lemma=""give""][tag=""PP.?|N.*|DT|RP""]{1,2}[lemma=""a""][lemma=""slip""]","q[lemma=""a""][lemma=""slip""][lemma=""be""][lemma=""give""][lemma=""to""][tag=""PP.?|N.*|DT|RP""]{1,2}","q[lemma=""give""][tag=""PP.?|N.*|DT|RP""]{1,2}[lemma=""a""][tag=""J.*""][lemma=""slip""]",,"q[tag=""RB.?""][lemma=""give""][tag=""PP.?|N.*|DT|RP""]{1,2}[lemma=""a""][lemma=""slip""]",,"q[lemma=""give"" & tag=""N.*""][lemma=""of""][tag=""PP.?|N.*|DT|RP""]{1,2}[lemma=""a""][lemma=""slip""]",v4_olmo-mix-1124_llama,give someone a slip,5,False,482.45859146118164,"[2367,4856,263,269,3466]","[""▁give"",""▁someone"",""▁a"",""▁s"",""lip""]",,4575475702047,0.0010927825488753168
51,"75 ( 1 ) The Limitation Acts shall apply to registered land in the same manner and to the same extent as those Acts apply to land not registered , except that where , if the land were not registered , the estate of the person registered as proprietor would be extinguished , such estate shall not be extinguished but shall be deemed to be held by the proprietor for the time being in trust for the person who , by virtue of the said Acts , has acquired title against any proprietor , but without prejudice to the estates and interests of any other person interested in the land whose estate or interest is not extinguished by those Acts .","75 ( 1 ) The Limitation Acts shall apply to registered land in the same manner and to the same extent as those Acts apply to land not registered , except that where , if the land were not registered , the estate of the person registered as proprietor would be extinguished , such estate shall not be extinguished but shall be deemed to be held by the proprietor for the present in trust for the person who , by virtue of the said Acts , has acquired title against any proprietor , but without prejudice to the estates and interests of any other person interested in the land whose estate or interest is not extinguished by those Acts .",for the time being,for the time being,"[for, the, time, be]","q[lemma=""for""][lemma=""the""][lemma=""time""][lemma=""be""]",,"q[lemma=""for""][lemma=""the""][tag=""J.*""][lemma=""time""][lemma=""be""]",,"q[tag=""RB.?""][lemma=""for""][lemma=""the""][lemma=""time""][lemma=""be""]",,,v4_olmo-mix-1124_llama,for the time being,7996927,False,878.9129257202148,"[363,278,931,1641]","[""▁for"",""▁the"",""▁time"",""▁being""]",,4575475702047,1747.780454045968
52,"The Arab masses , like their counterparts throughout the so - called Third World , are at boiling point , sick and tired of the hypocrisy , naked aggression , and humiliation of centuries of imperialism .","The Arab masses , like their counterparts throughout the so - called Third World , are at boiling point , fed up with the hypocrisy , naked aggression , and humiliation of centuries of imperialism .",sick and tired,sick and tired,"[sick, and, tired]","q[lemma=""sick""][lemma=""and""][lemma=""tired""]",,,,"q[tag=""RB.?""][lemma=""sick""][lemma=""and""][lemma=""tired""]","q[lemma=""sick""][lemma=""and""][tag=""RB.?""][lemma=""tired""]",,v4_olmo-mix-1124_llama,sick and tired,2943197,False,793.126106262207,"[17319,322,23407]","[""▁sick"",""▁and"",""▁tired""]",,4575475702047,643.2548639004372
53,She sees red and kills him with a very convenient weapon .,She becomes angry suddenly and kills him with a very convenient weapon .,sees red,see red,"[see, red]","q[lemma=""see""][lemma=""red""]","q[lemma=""red""][lemma=""be""][lemma=""see""]",,,"q[tag=""RB.?""][lemma=""see""][lemma=""red""]","q[lemma=""see""][tag=""RB.?""][lemma=""red""]","q[lemma=""see"" & tag=""N.*""][lemma=""of""][lemma=""red""]",v4_olmo-mix-1124_llama,see red,645449,False,757.6723098754883,"[1074,2654]","[""▁see"",""▁red""]",,4575475702047,141.06708067780488
54,But er it was n't long after that there was another big bang on the platform and they all sort of turned tail and went away for their own safety .,But er it was n't long after that there was another big bang on the platform and they all sort of turned around and went away for their own safety .,turned tail,turn tail,"[turn, tail]","q[lemma=""turn""][lemma=""tail""]","q[lemma=""tail""][lemma=""be""][lemma=""turn""]","q[lemma=""turn""][tag=""J.*""][lemma=""tail""]",,"q[tag=""RB.?""][lemma=""turn""][lemma=""tail""]",,"q[lemma=""turn"" & tag=""N.*""][lemma=""of""][lemma=""tail""]",v4_olmo-mix-1124_llama,turn tail,193464,False,692.1629905700684,"[2507,12464]","[""▁turn"",""▁tail""]",,4575475702047,42.28281660712286
55,"I 've got more straps and bloody cordless watches , everything , all over the place .","I 've got more straps and bloody cordless watches , everything , everywhere .",all over the place,all over the place,"[all, over, the, place]","q[lemma=""all""][lemma=""over""][lemma=""the""][lemma=""place""]",,"q[lemma=""all""][lemma=""over""][lemma=""the""][tag=""J.*""][lemma=""place""]",,"q[tag=""RB.?""][lemma=""all""][lemma=""over""][lemma=""the""][lemma=""place""]",,,v4_olmo-mix-1124_llama,all over the place,15010852,False,813.6765956878662,"[599,975,278,2058]","[""▁all"",""▁over"",""▁the"",""▁place""]",,4575475702047,3280.7194218700292
56,"Or is it women who are calling the shots — weary of living up to men 's fantasies , preferring instead to watch actresses they can identify with , both physically and emotionally ?","Or is it women who are in charge — weary of living up to men 's fantasies , preferring instead to watch actresses they can identify with , both physically and emotionally ?",calling the shots,call the shots,"[call, the, shot]","q[lemma=""call""][lemma=""the""][lemma=""shot""]","q[lemma=""the""][lemma=""shot""][lemma=""be""][lemma=""call""]","q[lemma=""call""][lemma=""the""][tag=""J.*""][lemma=""shot""]",,"q[tag=""RB.?""][lemma=""call""][lemma=""the""][lemma=""shot""]",,"q[lemma=""call"" & tag=""N.*""][lemma=""of""][lemma=""the""][lemma=""shot""]",v4_olmo-mix-1124_llama,call the shots,750133,False,784.9907875061035,"[1246,278,528,1862]","[""▁call"",""▁the"",""▁sh"",""ots""]",,4575475702047,163.9464503470976
